05.03.2015 12:23;A;19
05.03.2015 13:13;A;16
05.03.2015 13:18;A;15
05.03.2015 14:29;A;12
05.03.2015 15:55;A;15
05.03.2015 16:29;A;8
05.03.2015 17:14;A;11
05.03.2015 18:38;A;16
05.03.2015 18:55;A;5
05.03.2015 19:28;A;13
05.03.2015 20:41;A;16
05.03.2015 21:07;A;15
05.03.2015 21:11;A;13
05.03.2015 21:24;A;13
05.03.2015 22:52;A;12
05.03.2015 22:55;A;15
05.03.2015 23:41;A;16
06.03.2015 0:01;A;16
06.03.2015 0:06;A;9
06.03.2015 1:54;A;9
06.03.2015 3:01;A;8
06.03.2015 3:37;A;14
06.03.2015 3:40;A;13
06.03.2015 6:01;A;16
06.03.2015 6:04;A;12
06.03.2015 6:25;A;8
06.03.2015 6:33;A;12
06.03.2015 6:37;A;14
06.03.2015 7:50;A;14
06.03.2015 8:20;A;15
06.03.2015 8:26;A;13
06.03.2015 9:29;A;14
06.03.2015 10:13;A;16
06.03.2015 10:26;A;6
06.03.2015 10:55;A;12
06.03.2015 12:57;A;14
06.03.2015 13:06;A;8
06.03.2015 14:09;A;14
06.03.2015 17:02;A;11
06.03.2015 17:07;A;9
06.03.2015 20:47;A;13
06.03.2015 21:01;A;6
06.03.2015 21:07;A;12
06.03.2015 22:58;A;10
07.03.2015 1:12;A;7
07.03.2015 1:14;A;10
07.03.2015 1:32;A;13
07.03.2015 2:58;A;12
07.03.2015 3:45;A;8
07.03.2015 5:26;A;12
07.03.2015 5:52;A;16
07.03.2015 6:19;A;15
07.03.2015 7:02;A;13
07.03.2015 7:15;A;10
07.03.2015 8:29;A;16
07.03.2015 9:13;A;11
07.03.2015 9:25;A;10
07.03.2015 10:22;A;15
07.03.2015 10:47;A;15
07.03.2015 11:35;A;15
07.03.2015 13:38;A;14
07.03.2015 14:08;A;14
07.03.2015 17:43;A;8
07.03.2015 19:27;A;13
07.03.2015 19:28;A;15
07.03.2015 20:00;A;14
07.03.2015 20:41;A;10
07.03.2015 22:20;A;16
07.03.2015 22:42;A;16
07.03.2015 22:44;A;12
07.03.2015 23:47;A;12
08.03.2015 0:04;A;12
08.03.2015 0:32;A;10
08.03.2015 1:37;A;14
08.03.2015 2:05;A;14
08.03.2015 3:45;A;13
08.03.2015 3:59;A;13
08.03.2015 5:06;A;16
08.03.2015 5:17;A;14
08.03.2015 5:40;A;14
08.03.2015 6:31;A;15
08.03.2015 7:11;A;14
08.03.2015 7:38;A;12
08.03.2015 9:17;A;13
08.03.2015 9:26;A;16
08.03.2015 11:01;A;11
08.03.2015 11:20;A;8
08.03.2015 11:46;A;14
08.03.2015 11:52;A;14
08.03.2015 12:41;A;13
08.03.2015 13:23;A;10
08.03.2015 13:54;A;14
08.03.2015 14:16;A;14
08.03.2015 15:43;A;12
08.03.2015 15:45;A;15
08.03.2015 17:30;A;7
08.03.2015 17:42;A;12
08.03.2015 18:49;A;12
08.03.2015 19:39;A;15
08.03.2015 19:57;A;15
08.03.2015 20:10;A;12
08.03.2015 21:36;A;15
08.03.2015 22:55;A;15
09.03.2015 1:01;A;9
09.03.2015 1:10;A;10
09.03.2015 1:46;A;12
09.03.2015 2:48;A;14
09.03.2015 3:34;A;11
09.03.2015 4:38;A;11
09.03.2015 4:58;A;6
09.03.2015 5:02;A;11
09.03.2015 5:24;A;16
09.03.2015 6:27;A;7
09.03.2015 6:52;A;16
09.03.2015 7:40;A;9
09.03.2015 8:16;A;11
09.03.2015 8:27;A;15
09.03.2015 8:30;A;10
09.03.2015 9:25;A;15
09.03.2015 10:31;A;16
09.03.2015 10:39;A;14
09.03.2015 10:46;A;15
09.03.2015 11:36;A;9
09.03.2015 11:45;A;16
09.03.2015 12:37;A;13
09.03.2015 12:51;A;13
09.03.2015 13:50;A;11
09.03.2015 14:02;A;16
09.03.2015 15:42;A;15
09.03.2015 15:57;A;13
09.03.2015 18:10;A;14
09.03.2015 18:52;A;15
09.03.2015 22:06;A;13
09.03.2015 22:23;A;12
09.03.2015 22:26;A;15
10.03.2015 0:01;A;16
10.03.2015 2:15;A;10
10.03.2015 2:39;A;13
10.03.2015 3:12;A;16
10.03.2015 3:58;A;15
10.03.2015 4:14;A;11
10.03.2015 5:01;A;9
10.03.2015 6:26;A;11
10.03.2015 6:59;A;16
10.03.2015 7:50;A;11
10.03.2015 8:03;A;15
10.03.2015 8:53;A;12
10.03.2015 9:15;A;14
10.03.2015 10:59;A;14
10.03.2015 12:31;A;8
10.03.2015 14:25;A;12
10.03.2015 15:00;A;14
10.03.2015 17:28;A;15
10.03.2015 17:48;A;16
10.03.2015 17:58;A;13
10.03.2015 18:36;A;16
10.03.2015 19:01;A;13
10.03.2015 19:22;A;7
10.03.2015 22:42;A;9
10.03.2015 22:54;A;15
10.03.2015 23:25;A;11
11.03.2015 3:12;A;12
11.03.2015 4:56;A;7
11.03.2015 6:10;A;12
11.03.2015 6:34;A;12
11.03.2015 6:38;A;16
11.03.2015 6:41;A;12
11.03.2015 7:09;A;11
11.03.2015 8:34;A;14
11.03.2015 9:08;A;15
11.03.2015 10:45;A;14
11.03.2015 11:26;A;13
11.03.2015 12:11;A;13
11.03.2015 13:02;A;15
11.03.2015 15:07;A;13
