05.03.2015 12:38;B;16
05.03.2015 13:18;B;19
05.03.2015 13:58;B;19
05.03.2015 14:06;B;17
05.03.2015 14:40;B;19
05.03.2015 15:16;B;20
05.03.2015 17:03;B;19
05.03.2015 17:24;B;18
05.03.2015 18:02;B;17
05.03.2015 18:49;B;20
05.03.2015 19:12;B;20
05.03.2015 20:30;B;17
05.03.2015 21:54;B;20
05.03.2015 23:00;B;20
05.03.2015 23:46;B;19
06.03.2015 0:22;B;18
06.03.2015 2:02;B;19
06.03.2015 2:43;B;21
06.03.2015 2:47;B;20
06.03.2015 3:11;B;19
06.03.2015 7:01;B;20
06.03.2015 7:23;B;17
06.03.2015 8:14;B;17
06.03.2015 8:22;B;19
06.03.2015 8:37;B;18
06.03.2015 12:20;B;18
06.03.2015 12:24;B;21
06.03.2015 13:06;B;18
06.03.2015 14:13;B;18
06.03.2015 15:37;B;18
06.03.2015 15:50;B;16
06.03.2015 16:06;B;20
06.03.2015 16:34;B;18
06.03.2015 16:42;B;18
06.03.2015 17:57;B;18
06.03.2015 20:33;B;18
06.03.2015 21:03;B;20
06.03.2015 21:20;B;20
06.03.2015 21:44;B;17
06.03.2015 22:16;B;20
06.03.2015 22:45;B;18
06.03.2015 23:10;B;17
06.03.2015 23:50;B;20
07.03.2015 0:24;B;19
07.03.2015 1:07;B;18
07.03.2015 2:58;B;18
07.03.2015 3:11;B;20
07.03.2015 3:41;B;20
07.03.2015 7:22;B;19
07.03.2015 7:33;B;18
07.03.2015 7:40;B;19
07.03.2015 7:54;B;21
07.03.2015 8:33;B;16
07.03.2015 9:07;B;19
07.03.2015 10:12;B;19
07.03.2015 10:49;B;17
07.03.2015 10:59;B;20
07.03.2015 11:46;B;19
07.03.2015 11:59;B;19
07.03.2015 13:31;B;20
07.03.2015 13:53;B;18
07.03.2015 14:12;B;20
07.03.2015 14:57;B;17
07.03.2015 15:17;B;19
07.03.2015 15:20;B;18
07.03.2015 15:38;B;17
07.03.2015 16:16;B;20
07.03.2015 16:38;B;17
07.03.2015 17:26;B;17
07.03.2015 17:40;B;18
07.03.2015 17:43;B;18
07.03.2015 19:33;B;18
07.03.2015 20:21;B;20
07.03.2015 22:25;B;20
07.03.2015 23:29;B;18
07.03.2015 23:34;B;21
07.03.2015 23:52;B;18
07.03.2015 23:57;B;18
08.03.2015 0:18;B;19
08.03.2015 1:06;B;20
08.03.2015 1:33;B;20
